-80.8188	0.477159	0.169467
-81.2088	0.485585	0.194943
-81.9095	0.411112	0.117957
-82.2023	0.432718	0.275714
-80.9889	0.472589	0.235627
-82.1025	0.279474	0.108203
-82.2307	0.391635	0.247866
-82.2984	0.430334	0.138844
-75.2743	0.848856	0.43523
-42.4394	0.967082	0.0818452
-39.7783	0.968826	0.357574
-40.8978	0.956437	0.276506
-30.4896	0.956919	0.31792
-28.9713	0.969999	0.348356
-29.6489	0.976272	0.563837
-35.6539	0.976752	0.314941
-41.0149	0.690435	0.180304
-37.3414	0.39441	0.164328
-38.7229	0.599449	0.287119
-34.6859	0.947368	0.644505
-31.3426	0.976397	0.64639
-27.5875	0.973404	0.695328
-26.6967	0.96172	0.755643
-25.7553	0.939576	0.756785
-26.8592	0.913293	0.397801
-32.4421	0.964137	0.455821
-38.8092	0.980778	0.433644
-48.5891	0.989048	0.409019
-61.1252	0.991408	0.458686
-77.773	0.468119	0.166795
-48.7475	0.42314	0.168153
-39.6723	0.445202	0.146395
-36.0952	0.525792	0.273303
-39.0733	0.469792	0.182188
-40.4199	0.55299	0.143213
-43.8849	0.613767	0.231575
-40.7366	0.889187	0.48566
-38.0901	0.968083	0.679782
-35.3832	0.980227	0.706189
-34.0086	0.975979	0.687751
-28.6987	0.980087	0.610643
-27.2708	0.980206	0.652787
-28.9033	0.976574	0.616538
-29.849	0.970529	0.61631
-30.5551	0.97221	0.599469
-32.0501	0.973028	0.44693
-43.0692	0.971584	0.256426
-52.9422	0.99321	0.444627
-54.6444	0.682462	0.127873
-52.8469	-0.0201802	0.148153
-45.7468	-0.304188	0.170942
-45.6823	0.689204	0.368093
-35.1302	0.904525	0.420542
-31.1807	0.934075	0.547798
-31.8829	0.937241	0.518081
-39.2008	0.922549	0.390108
-37.971	0.186413	0.328143
-34.4362	0.160868	0.390315
-33.6245	0.140994	0.386627
-34.649	0.181524	0.239696
-34.6398	0.186771	0.31349
-34.4182	0.327919	0.357184
-41.4055	0.615989	0.346836
-36.2544	0.962956	0.35845
-34.5068	0.966927	0.560682
-38.4859	0.979599	0.535972
-40.1049	0.995793	0.612023
-40.0942	0.995685	0.644796
-38.943	0.987032	0.62962
-36.2525	0.962755	0.606562
-33.9196	0.943126	0.568667
-32.4976	0.945912	0.573872
-31.9216	0.957022	0.592817
-31.5471	0.962084	0.624171
-32.8398	0.974359	0.603313
-36.5113	0.984731	0.555812
-42.3594	0.884092	0.398837
-38.1477	0.347517	0.348385
-34.4124	0.223384	0.164191
-31.245	0.235584	0.297638
-32.6013	0.217578	0.248993
-29.2642	0.227075	0.339375
-29.9488	0.21904	0.433452
-31.6554	0.214722	0.389156
-34.0894	0.241574	0.306891
-40.8207	0.318311	0.247969
-41.3889	0.906304	0.230447
-27.7818	0.975258	0.419625
-26.1992	0.967375	0.585116
-26.0353	0.966747	0.601912
-27.404	0.972445	0.576589
-28.6517	0.968986	0.523659
-29.5908	0.963096	0.508291
-31.2692	0.971636	0.479038
-33.6677	0.979322	0.483318
-36.3763	0.966805	0.484502
-40.1166	0.972793	0.358503
-45.9872	0.935111	0.260768
-46.5495	0.75719	0.332874
-46.6844	0.709218	0.25662
-47.087	0.624276	0.169364
-49.919	0.66034	0.150737
-49.8172	0.660989	0.23229
-52.2541	0.578001	0.20853
-53.1016	0.564127	0.162737
-54.3896	0.42347	0.202425
-54.2523	0.475291	0.156277
-52.5753	0.520363	0.15355
-53.1754	0.610189	0.187208
-51.7357	0.726959	0.214965
-55.2156	0.613976	0.121609
-56.7533	0.588328	0.142007
-57.5253	0.718965	0.108793
-60.1464	0.861989	0.168715
-62.1582	0.93367	0.234394
-67.9738	0.930081	0.203026
-69.335	0.942879	0.248053
-69.685	0.949626	0.469902
-72.5541	0.922461	0.263912
-70.7526	0.766929	0.263884
-60.6512	-0.247506	0.0498648
-75.7698	0.783016	0.257782
-79.603	0.597991	0.380833
-80.4539	0.492568	0.157839
-80.0941	0.610756	0.362895
-80.6311	0.476104	0.204061
-81.951	0.401911	0.228568
-80.8607	0.4544	0.140049
-81.2795	0.39139	0.199357
-80.8716	0.453383	0.395368
-79.3296	0.561266	0.298114
-79.9571	0.628647	0.310906
